Number	Source	Context	Possessor_animacy	Possessor_length 	Possessum_length 	Final_sibilancy 	Prototypicality	Genitive_type 	Register 
164	NEWS	"23, 2019 in Washington, DC. Conway was asked about President Donald Trump 's abrupt departure from a Wednesday meeting with Democrats and his refusal to co-operate on legislation"	Y	3	2	N	N	s_gen 	LT
165	NEWS	"of the ignorance and bigotry Leguizamo is trying to correct. "" # Erik Patterson 's dark comedy "" Handjob, "" on view at the Echo Theater Company, explores"	Y	2	3	N	N	s_gen 	LT
166	NEWS	"and deepening racial divides, all of which became contentious points of debate during Trump 's first year in office. # Some marchers have described newfound political activism, even"	Y	1	2	N	N	s_gen 	LT
167	NEWS	cover of Tim Hardin's'' Lenny's Tune'' lacks the original 's haunting sadness. # Advertisement # The folly of the project is truly laid bare	N	2	2	N	N	s_gen 	LT
168	NEWS	"than others -- this week. # It started Monday, with the Gophers men 's basketball team handling Utah 78-69 at Williams Arena. Now, the Utes aren't"	Y	3	2	N	N	s_gen 	LT
169	NEWS	"turned out that in an act of desperation, a paramedic had broken into Borden 's home that day, Nov. 8, through a doggie door. The ambulance crew"	Y	1	1	N	Y	s_gen 	LT
170	NEWS	"landing a quad Salchow and falling on a quad toe. # Meanwhile, women 's skating in the United States -- once dominant -- continues to edge toward irrelevance at"	Y	1	1	N	N	s_gen 	LT
171	NEWS	"decided to instead take up the matter at their January meeting. # City Council 's Budget & Effectiveness Committee endorsed four-year terms in a 3-2, party line vote,"	N	2	4	N	Y	s_gen 	LT
172	NEWS	"70611402 # LOUISVILLE, Ky. -- Teacher protests have shut down Kentucky 's largest school district six times in recent weeks. The state's education chief said"	N	1	3	N	Y	s_gen 	LT
173	NEWS	"Road # Matchup: Flowing Wells got its season back on track with last week 's 40-12 win over Amphi. Now, the Caballeros will now face an undefeated Paradise"	N	2	4	N	N	s_gen 	LT
174	NEWS	prosecutors had conceded the bullet trajectory analysis of the shooting by a Deschutes County sheriff 's deputy and the Tri-County Major Incident Team was somehow flawed. They noted that the	N	4	1	N	N	s_gen 	LT
175	NEWS	"Golden Eagles finally scored a basket nine minutes into the second half on Joey Hauser 's 3-pointer to make it 60-50. His brother, Sam Hauser, led the Golden"	Y	2	1	N	N	s_gen 	LT
176	NEWS	thing in backing the players. But what is that really worth if the school 's leaders aren't willing to engage on the real reasons why? Posted!	N	2	1	N	N	s_gen 	LT
177	NEWS	"with a Russian spy in 2013. She also had exclusive new details on China 's harassment of American spies. Last month, she was the first to reveal the"	N	1	1	N	N	s_gen 	LT
178	NEWS	"Angels starter Jaime Barria (5-4, 6.36) in the first. The rookie 's ninth homer gave him 32 RBI and 46 runs scored. Francisco Lindor pushed the"	Y	2	2	N	N	s_gen 	LT
179	ACAD	"rather than smoke, as if to ride off into the sky (the video 's theme of locomotion is jacked-up here). # This setting also underscores the music"	N	2	1	N	N	s_gen 	LT
180	ACAD	"can yield intriguing results. # For example, in this issue, Martin Bergee 's factor analytic investigation into the construct of concert band performance offers a fresh and thought-provoking"	Y	2	3	N	Y	s_gen 	LT
181	ACAD	". This constellation of meanings coheres in modernist scenes of writing, from the blot 's corporeal implications to the suggestion that authorship is a clandestine, even criminal, enterprise"	N	2	2	N	N	s_gen 	LT
182	ACAD	"of the first Mangaisala landowners; fishing traditions in the past and present; fishermen 's beliefs see Bula 2001; dangers encountered at sea; the flooding of 1969,"	Y	1	1	N	N	s_gen 	LT
183	ACAD	"penis, which conjoins the near with the far shore, is homologous with Geb 's cosmic member as well as with the rainbow-snake-penis Yulunggul, both of which conjoin ("	N	1	2	N	N	s_gen 	LT
184	ACAD	"of the Fourth Amendment. # This analysis presents some interesting wrinkles for the Court 's existing contraband-only jurisprudence. Thus far, in cases involving drug-sniffing dogs, the Court"	N	2	3	N	N	s_gen 	LT
185	ACAD	"newspaper keeps quiet about it. # These observations change dramatically in the New Year 's debate of 2013/14. The CSU paper "" Do not encourage poverty in the municipalities"	N	3	1	N	N	s_gen 	LT
186	ACAD	"of India-ASEAN engagement 61, and it has since become a common feature in India 's foreign policy statements 13, 57. The Australian government has gone furthest, adopting"	N	1	5	N	N	s_gen 	LT
187	ACAD	"evaluation to make specific recommendations of appropriate remedies.150 At the very least, an expert 's determination of whether a specific act of violence occurred could influence a custody recommendation;"	Y	2	1	N	N	s_gen 	LT
188	ACAD	"achieve as easily-or could not achieve at all, legally or practically speaking-without a fiduciary 's assistance. This commitment to individual empowerment is consistent with republicanism's respect for individual"	N	2	1	N	N	s_gen 	LT
189	ACAD	"Blackmun examined many constitutional passages in his intratextual quest, he conveniently omitted the Preamble 's explicit declaration that the protection of posterity was one of the purposes of adopting the"	Y	2	2	N	N	s_gen 	LT
190	ACAD	"is, the system was designed to help undergraduates find useful resources without a librarian 's help. It was not designed for the needs of advanced researchers, who often"	Y	2	1	N	N	s_gen 	LT
191	ACAD	"in Gibbons saga deviates from that in Partalopa saga, where the protagonist breaks Marmoria 's taboo against seeing her by means of a magic stone given to him by his"	Y	1	1	N	N	s_gen 	LT
192	ACAD	"Pluto arrive in Saxland with a huge army, a bloody battle ensues with Margarin 's men, while his mother, the ogress Obscura, stands on the highest tower"	Y	1	1	N	Y	s_gen 	LT
193	ACAD	"and substance. The importance of such choices is captured in the Roman historian Cato 's widely cited though perhaps apocryphal observation: "" When Cicero spoke, people marveled."	Y	4	6	N	N	s_gen 	LT
194	ACAD	"the 1840s, he supported the Hungarian revolution in 1848, defending not only Hungary 's right to resist Austria, 101 but even Hungary's right to attack Austria and"	N	1	1	N	N	s_gen 	LT
195	ACAD	"proceed.52 As we will see, the level of idiosyncratic volatility associated with a company 's stock is central to the event study methodology and the sharp spikes in such volatility"	N	2	1	N	N	s_gen 	LT
196	ACAD	"supports who collaborate on an intervention plan, # * a focus on the student 's strengths that can be enhanced, # * an individualized plan to meet the needs"	Y	2	1	N	N	s_gen 	LT
197	ACAD	"'s original readers.31 This kind of string is mentioned to similar effect in Joseph addison 's Spectator number 407, which features a lawyer who fiddles compulsively with a length of"	Y	2	3	N	N	s_gen 	LT
198	ACAD	", 1476-1578. # Bickman, L. (1996). The evaluation of a children 's mental health managed care demonstration. Journal of Mental Health Administration, 23, 7-15."	Y	2	2	N	N	s_gen 	LT
199	ACAD	"The novels, however, with their younger and wealthier implied audience, celebrate Nancy 's upper middleclass celebrity status while taking a didactic stance against fans' supposedly uncouth behavior"	Y	1	4	N	N	s_gen 	LT
200	ACAD	"a proper effort to preserve the debtor's assets for all creditors and the trustee 's overreaching attempt to increase the debtor's assets to benefit "" a specific class of"	Y	2	2	N	N	s_gen 	LT
201	ACAD	", and in repression it continuels to ferment "" (p. 395). Brown 's view accords with the suppressed eroticism I address below in "" Wine of Cyprus."	Y	1	1	N	N	s_gen 	LT
202	ACAD	"however, teacher-reported relationship quality was not associated with these outcomes. Moreover, children 's perceptions of the quality of relationships in the classroom community were associated with greater intrinsic"	Y	1	1	N	N	s_gen 	LT
203	ACAD	", 42 share interesting and overlooked similarities to the Islamic terrorist organizations that dominate today 's suicide terrorism. Both groups functioned like cults, dependent on an all-encompassing fanaticism and"	N	1	2	N	N	s_gen 	LT
204	ACAD	"suggest to readers that shopping is a gateway to adventure. # Furthermore, Nancy 's economic and social privilege allows her to assist crime victims while serving as a role"	Y	1	4	N	N	s_gen 	LT
205	ACAD	"of the musicians who called on Pres for help. # Certainly, Johnny Mercer 's lyrics are among the best ever written. Mercer was not only steeped in the"	Y	2	1	N	Y	s_gen 	LT
206	ACAD	"to our understanding of China's state-society relationship. As long as the authoritarian regime 's survival relies on popular support, its excessive use of censorship could be counter-productive."	N	3	1	N	N	s_gen 	LT
207	ACAD	"any other visual acknowledgment of it are used only as referential models. The image 's photo-realistic accomplishment is to be mistaken for a genuine and authentic photographic visual representation,"	N	2	2	N	N	s_gen 	LT
208	ACAD	"book with statistics and song lyrics, making the reader think through not only DeShawn 's story, but the societal inequities that produced his circumstances as well: # Sixteen"	Y	1	1	N	N	s_gen 	LT
209	ACAD	"30 cents sharp. Listeners were clearly more tolerant of pitch deviations in the vocalist 's performance, particularly in the sharp direction.Interestingly, mean ratings for even the largest alterations"	Y	2	1	N	N	s_gen 	LT
210	ACAD	"like other male citizens, regretting the controversy that Johnny Hallyday's and Frank Alamo 's deferment of military service has already caused (27; see also Pluvinage Paternostre 78"	Y	2	1	N	N	s_gen 	LT
211	ACAD	". The motivation for action, however, may not entirely originate from the person 's inner psyche. When following a program of self-cultivation, where does the curriculum come"	Y	2	2	N	N	s_gen 	LT
212	ACAD	", treatment, and recovery services. "" 369 Spearheaded by the Senate health committee 's top Democrat and Republican, Senator Patty Murray (D-WA) and Senator Lamar Alexander"	N	4	4	N	N	s_gen 	LT
213	ACAD	"predicated on the rejection of providential history, but it also depended on providential history 's racial and moral teleologies to provide it with its persuasive weight. Early scientific historians"	N	2	4	N	N	s_gen 	LT
214	ACAD	"those of father-child interactions, and the father's influence is tied to the child 's fate. On this, Jung writes: # If we normal people examine our"	Y	2	1	N	N	s_gen 	LT
215	ACAD	the heart of the law of representation that would conventionally seek to reproduce the nation 's story in the background- the civil war-in the guise of the character's story in	N	2	1	N	N	s_gen 	LT
216	ACAD	"self-imposed penalties of a $5,000 fine and scholarship reductions across several programs, including women 's soccer, softball, baseball, men's and women's basketball, and football"	Y	1	1	N	N	s_gen 	LT
217	ACAD	"H. Butler, 1841. # Hitchcock, Edward. 1842. Remarks upon Mr. Murchison 's anniversary address before the London Geological Society. The American Journal of Science and Arts"	Y	2	2	N	N	s_gen 	LT
218	ACAD	"them to exercise their knowledge in a setting of learned conversation, discerning one painter 's hand from another.79 Another game of identification that these early collectors played was naming the"	Y	2	1	N	N	s_gen 	LT
219	ACAD	"one of the most powerful families in the Cherokee Nation. According to James Hicks 's Cherokee genealogy, her first cousin was James Vann, the wealthy Cherokee plantation owner"	Y	2	2	N	N	s_gen 	LT
220	ACAD	"interest must be given in exchange for equivalent new value contributed in money or money 's worth. Judicial discretion in determining what is "" new value "" and its equivalence"	N	1	1	N	N	s_gen 	LT
221	ACAD	makes a striking contrast to the sociopathic relationships between father figures and sons in McCarthy 's earlier works such as Outer Dark (in which a father watches his incest-born son	Y	1	2	N	N	s_gen 	LT
222	ACAD	", at 56. # 161. Id. Recall that knowledge of the preborn child 's biological status as a living member of the human family was widespread at the time"	Y	3	2	N	N	s_gen 	LT
223	ACAD	"# by Emery P. Dalesio, Associated Press # RALEIGH, N.C.? North Carolina 's prized public universities could be the biggest losers as state leaders defend a new law"	N	2	3	N	N	s_gen 	LT
224	ACAD	improper use of the SID to justify granting car loans incommensurate to the subprime borrower 's ability to pay has negative consequences that expand beyond the subprime auto loan industry to	Y	3	1	N	N	s_gen 	LT
225	ACAD	"ethical intuitionism. Finally, my reading seems to wrongly import the methodology of Kant 's theoretical philosophy into his practical philosophy. # At this stage, I think I"	Y	1	2	N	N	s_gen 	LT
226	ACAD	organizational commitment is multifaceted and that commitment represents both an attitude that describes an individual 's linkage to the organization and a set of behaviors by which individuals manifest that link	Y	2	4	N	N	s_gen 	LT
227	ACAD	relegating the rest to the level of modes.30 # Des Bosses thus can use Leibniz 's monads to argue for a received opinion on extension as a real accident. As	Y	1	1	Y	Y	s_gen 	LT
228	ACAD	"prosecute turns on factors such as' the strength of the case, the prosecution 's general deterrence value, the government's enforcement priorities, and the case's relationship"	N	2	3	N	N	s_gen 	LT
229	ACAD	"in 1901, which is repeated to us mostly in distant third-person style, Margaret 's voice is strangely absorbed by Jenny's, whose emotions merge narratively and expansively with"	Y	1	1	N	Y	s_gen 	LT
230	ACAD	"much as to the law. After her husband's death and despite his family 's demands, Lizzie refuses to relinquish the diamonds he placed in her hands; the"	N	2	1	N	N	s_gen 	LT
